src,dst,type,label
1955,576,15,concept:mutualproxyfor
994,16060,14,concept:agentparticipatedinevent_inv
654,75224,36,concept:agentinvolvedwithitem_inv
5234,4398,116,concept:hasofficeincountry_inv
11286,5677,59,concept:persongraduatedfromuniversity
58608,19940,109,concept:itemfoundinroom
30561,448,7,concept:subpartof
26289,870,3,concept:proxyfor
24324,857,9,concept:atdate
55717,52830,357,concept:furniturefoundinroom
4398,4874,169,concept:hasofficeincity
7323,11296,125,concept:animaleatvegetable
1471,16287,4,concept:proxyfor_inv
1463,537,18,concept:locationlocatedwithinlocation_inv
816,56963,72,concept:touristattractionsuchastouristattraction_inv
58621,26073,109,concept:itemfoundinroom
3375,16622,52,concept:agentactsinlocation_inv
10742,1208,18,concept:locationlocatedwithinlocation_inv
35458,66020,184,concept:athletehomestadium_inv
1070,1713,112,concept:istallerthan_inv
20853,66713,156,concept:athleteplayssport_inv
716,26513,10,concept:atdate_inv
42877,63881,43,concept:agentcreated
24449,24448,12,concept:latitudelongitude_inv
45464,45287,315,concept:academicfieldsuchasacademicfield
30307,121,267,concept:televisionstationaffiliatedwith
859,10349,10,concept:atdate_inv
13089,20784,207,concept:producesproduct
45368,745,311,concept:academicprogramatuniversity
69209,69208,44,concept:agentcreated_inv
12440,1142,117,concept:fooddecreasestheriskofdisease
25814,25815,11,concept:latitudelongitude
72205,56053,371,concept:newspaperincity
61065,60070,243,concept:actorstarredinmovie
1147,7355,76,concept:animalistypeofanimal_inv
19926,19559,109,concept:itemfoundinroom
60217,24284,185,concept:athleteledsportsteam
11446,16622,24,concept:atlocation_inv
746,33116,24,concept:atlocation_inv
54856,54857,232,concept:agriculturalproductcookedwithagriculturalproduct_inv
74362,620,9,concept:atdate
60710,60711,187,concept:athleteplayssportsteamposition
1145,19750,4,concept:proxyfor_inv
9061,49451,199,concept:arthropodcalledarthropod
46028,45385,312,concept:academicprogramatuniversity_inv
46178,45987,319,concept:languageofuniversity
51968,52967,248,concept:clothingtogowithclothing_inv
60583,20853,155,concept:athleteplayssport
4055,58115,124,concept:headquarteredin_inv
922,912,36,concept:agentinvolvedwithitem_inv
27063,27064,11,concept:latitudelongitude
52517,26096,109,concept:itemfoundinroom
717,51369,10,concept:atdate_inv
61501,1901,91,concept:organizationheadquarteredincountry
46200,46178,320,concept:languageofuniversity_inv
645,50960,10,concept:atdate_inv
1424,12469,8,concept:subpartof_inv
73501,2872,115,concept:hasofficeincountry
13191,13190,12,concept:latitudelongitude_inv
12020,59612,25,concept:agentcollaborateswithagent
3751,28595,162,concept:hassibling_inv
24907,909,9,concept:atdate
1641,1502,39,concept:bodypartcontainsbodypart
779,5670,6,concept:agentcompeteswithagent_inv
12030,1601,59,concept:persongraduatedfromuniversity
42871,20610,310,concept:bookwriter_inv
872,72249,170,concept:hasofficeincity_inv
59386,59388,65,concept:hasspouse
15108,624,9,concept:atdate
12035,59871,373,concept:politicianusendorsedbypoliticianus
637,67369,10,concept:atdate_inv
537,69206,140,concept:politicianrepresentslocation_inv
1684,40587,26,concept:agentcollaborateswithagent_inv
50802,50803,11,concept:latitudelongitude
49611,55330,370,concept:bakedgoodservedwithbeverage_inv
20853,65381,156,concept:athleteplayssport_inv
48342,18033,77,concept:animalpreyson
12096,570,9,concept:atdate
35512,67163,184,concept:athletehomestadium_inv
2079,9974,7,concept:subpartof
26,39688,180,concept:teamplaysinleague_inv
20853,65912,156,concept:athleteplayssport_inv
3757,17492,4,concept:proxyfor_inv
11821,1592,7,concept:subpartof
3981,70442,218,concept:journalistwritesforpublication_inv
42861,43459,43,concept:agentcreated
1061,58464,358,concept:furniturefoundinroom_inv
65834,6142,157,concept:athleteplaysforteam
17752,645,9,concept:atdate
25913,1915,69,concept:thinghasshape
10225,10226,78,concept:animalpreyson_inv
1276,7342,77,concept:animalpreyson
7323,20241,93,concept:animaleatfood
22649,4407,23,concept:atlocation
4542,1607,23,concept:atlocation
60283,27325,183,concept:athletehomestadium
35510,66416,184,concept:athletehomestadium_inv
48917,48379,76,concept:animalistypeofanimal_inv
17377,48344,77,concept:animalpreyson
64110,44567,43,concept:agentcreated
35994,32606,216,concept:citylocatedingeopoliticallocation_inv
903,2083,9,concept:atdate
20558,54253,209,concept:agriculturalproductcutintogeometricshape
36110,36111,211,concept:cityliesonriver
3350,38999,234,concept:lakeinstate_inv
43757,43758,309,concept:bookwriter
20853,64844,156,concept:athleteplayssport_inv
63356,63352,44,concept:agentcreated_inv
960,14126,107,concept:competeswith
19196,625,9,concept:atdate
17314,62546,128,concept:musicianplaysinstrument_inv
37413,37412,4,concept:proxyfor_inv
60393,59175,374,concept:politicianusendorsedbypoliticianus_inv
1069,3120,10,concept:atdate_inv
70931,43549,43,concept:agentcreated
11255,11254,26,concept:agentcollaborateswithagent_inv
11233,564,3,concept:proxyfor
52974,51969,248,concept:clothingtogowithclothing_inv
51879,51880,137,concept:professionusestool
4808,16622,52,concept:agentactsinlocation_inv
5196,46376,318,concept:languageofcountry_inv
17572,37470,211,concept:cityliesonriver
11193,8990,21,concept:companyeconomicsector
60,74209,397,concept:leaguestadiums
53110,53348,366,concept:weaponssuchasweapons_inv
4079,1605,299,concept:sportfansincountry
10215,10214,66,concept:hasspouse_inv
570,6986,10,concept:atdate_inv
2284,994,13,concept:agentparticipatedinevent
911,4747,148,concept:organizationdissolvedatdate_inv
2902,3508,277,concept:statelocatedingeopoliticallocation
5315,5308,98,concept:agentcontributedtocreativework_inv
934,24822,92,concept:organizationheadquarteredincountry_inv
8264,906,9,concept:atdate
27117,583,9,concept:atdate
10028,39495,237,concept:teamplaysagainstteam
72149,4798,83,concept:organizationheadquarteredincity
25578,2079,8,concept:subpartof_inv
718,45148,8,concept:subpartof_inv
5554,7656,16,concept:mutualproxyfor_inv
717,47116,10,concept:atdate_inv
57677,57848,44,concept:agentcreated_inv
36580,38159,212,concept:cityliesonriver_inv
10861,576,24,concept:atlocation_inv
3,31329,8,concept:subpartof_inv
47841,48318,340,concept:plantgrowinginplant_inv
506,1035,13,concept:agentparticipatedinevent
16622,4996,51,concept:agentactsinlocation
48418,1277,206,concept:animalthatfeedoninsect_inv
26012,18815,109,concept:itemfoundinroom
74732,8344,171,concept:beveragemadefrombeverage
48383,4386,78,concept:animalpreyson_inv
4398,4843,169,concept:hasofficeincity
41913,41916,293,concept:conceptprerequisiteof
15671,10071,182,concept:teamplayssport_inv
54926,54916,346,concept:agriculturalproductincludingagriculturalproduct_inv
58342,19410,357,concept:furniturefoundinroom
20853,65166,156,concept:athleteplayssport_inv
24459,568,7,concept:subpartof
63755,63759,43,concept:agentcreated
73520,5202,395,concept:bankbankincountry
2024,34,22,concept:companyeconomicsector_inv
12385,570,9,concept:atdate
23825,23824,12,concept:latitudelongitude_inv
5714,413,52,concept:agentactsinlocation_inv
4475,645,9,concept:atdate
48237,48236,338,concept:plantincludeplant_inv
716,2967,10,concept:atdate_inv
613,614,27,concept:personleadsorganization
637,23267,10,concept:atdate_inv
64909,20853,155,concept:athleteplayssport
38,13704,51,concept:agentactsinlocation
33282,33283,11,concept:latitudelongitude
21458,52517,110,concept:itemfoundinroom_inv
752,26365,32,concept:organizationhiredperson_inv
2211,2214,3,concept:proxyfor
74831,74830,12,concept:latitudelongitude_inv
41838,41837,294,concept:conceptprerequisiteof_inv
62662,1129,173,concept:persondiedincountry
32845,37412,4,concept:proxyfor_inv
20853,60459,156,concept:athleteplayssport_inv
3889,37110,4,concept:proxyfor_inv
7838,645,9,concept:atdate
636,74745,10,concept:atdate_inv
583,4457,10,concept:atdate_inv
570,8802,10,concept:atdate_inv
1196,58661,110,concept:itemfoundinroom_inv
68247,51142,374,concept:politicianusendorsedbypoliticianus_inv
1754,716,9,concept:atdate
69115,42944,43,concept:agentcreated
564,56987,4,concept:proxyfor_inv
31501,10895,212,concept:cityliesonriver_inv
70785,7502,217,concept:journalistwritesforpublication
4782,746,7,concept:subpartof
39492,39483,238,concept:teamplaysagainstteam_inv
44843,43017,44,concept:agentcreated_inv
71596,2827,28,concept:personleadsorganization_inv
10226,10226,5,concept:agentcompeteswithagent
1800,574,13,concept:agentparticipatedinevent
69473,574,13,concept:agentparticipatedinevent
16811,16810,12,concept:latitudelongitude_inv
20853,65201,156,concept:athleteplayssport_inv
4526,746,15,concept:mutualproxyfor
4196,72921,394,concept:automobilemakerdealersincity_inv
47260,705,255,concept:bacteriaisthecausativeagentofphysiologicalcondition
1277,7367,205,concept:animalthatfeedoninsect
14769,14770,11,concept:latitudelongitude
28787,28783,44,concept:agentcreated_inv
18967,1606,99,concept:personhasjobposition
39442,42111,297,concept:sportusesequipment
58219,51976,355,concept:buildingfeaturemadefrombuildingmaterial
2401,2185,39,concept:bodypartcontainsbodypart
52029,52044,248,concept:clothingtogowithclothing_inv
68971,72732,107,concept:competeswith
23339,23338,25,concept:agentcollaborateswithagent
1865,19068,103,concept:acquired
26720,3280,23,concept:atlocation
4078,40939,180,concept:teamplaysinleague_inv
3854,18896,2,concept:worksfor_inv
7434,70603,218,concept:journalistwritesforpublication_inv
5015,746,17,concept:locationlocatedwithinlocation
48250,48253,341,concept:plantrepresentemotion
2564,56169,22,concept:companyeconomicsector_inv
33137,746,16,concept:mutualproxyfor_inv
29640,9621,11,concept:latitudelongitude
20528,20184,231,concept:agriculturalproductcookedwithagriculturalproduct
16545,620,9,concept:atdate
53110,54051,366,concept:weaponssuchasweapons_inv
60390,59321,373,concept:politicianusendorsedbypoliticianus
6425,2024,21,concept:companyeconomicsector
946,30534,8,concept:subpartof_inv
74369,570,9,concept:atdate
42128,2629,298,concept:sportusesequipment_inv
1145,29625,4,concept:proxyfor_inv
10459,1208,18,concept:locationlocatedwithinlocation_inv
65436,6582,203,concept:athleteinjuredhisbodypart
59174,23455,374,concept:politicianusendorsedbypoliticianus_inv
908,22593,10,concept:atdate_inv
66910,39722,183,concept:athletehomestadium
49921,49850,250,concept:chemicalistypeofchemical_inv
24285,4085,238,concept:teamplaysagainstteam_inv
10590,32711,277,concept:statelocatedingeopoliticallocation
746,5062,24,concept:atlocation_inv
4497,7155,215,concept:citylocatedingeopoliticallocation
5175,1355,9,concept:atdate
17002,620,9,concept:atdate
14979,625,9,concept:atdate
23326,574,13,concept:agentparticipatedinevent
5423,4532,24,concept:atlocation_inv
14982,18018,78,concept:animalpreyson_inv
3802,4388,78,concept:animalpreyson_inv
57845,47520,331,concept:drugpossiblytreatsphysiologicalcondition
64557,64556,382,concept:directordirectedmovie_inv
450,42,38,concept:agentcontrols_inv
17521,65922,158,concept:athleteplaysforteam_inv
27875,27873,38,concept:agentcontrols_inv
50232,21873,250,concept:chemicalistypeofchemical_inv
40250,39427,32,concept:organizationhiredperson_inv
1684,39804,26,concept:agentcollaborateswithagent_inv
37518,37517,12,concept:latitudelongitude_inv
10257,10255,38,concept:agentcontrols_inv
49019,17377,78,concept:animalpreyson_inv
58758,2401,40,concept:bodypartcontainsbodypart_inv
2895,14818,10,concept:atdate_inv
39570,743,230,concept:teamalsoknownas_inv
1724,35689,240,concept:stadiumlocatedincity_inv
19688,44224,309,concept:bookwriter
45447,11288,311,concept:academicprogramatuniversity
13899,13900,163,concept:organizationacronymhasname
71171,1459,131,concept:personhascitizenship
124,15001,103,concept:acquired
1708,51357,138,concept:professionusestool_inv
2401,52321,39,concept:bodypartcontainsbodypart
9603,4798,83,concept:organizationheadquarteredincity
11174,11175,73,concept:organizationterminatedperson
29,13029,37,concept:agentcontrols
3239,49145,349,concept:fishservedwithfood
8526,52284,110,concept:itemfoundinroom_inv
4829,4398,170,concept:hasofficeincity_inv
18151,1301,23,concept:atlocation
1098,1097,36,concept:agentinvolvedwithitem_inv
1861,381,2,concept:worksfor_inv
26833,51490,135,concept:professionistypeofprofession
32828,11373,286,concept:countrylocatedingeopoliticallocation_inv
14727,564,3,concept:proxyfor
7769,39395,286,concept:countrylocatedingeopoliticallocation_inv
60053,26,159,concept:athleteplaysinleague
21,68780,399,concept:agentbelongstoorganization_inv
42825,44589,310,concept:bookwriter_inv
73986,61770,26,concept:agentcollaborateswithagent_inv
1435,49672,126,concept:animaleatvegetable_inv
29699,397,38,concept:agentcontrols_inv
1145,24768,4,concept:proxyfor_inv
18096,8097,37,concept:agentcontrols
3,340,37,concept:agentcontrols
4055,41681,84,concept:organizationheadquarteredincity_inv
16163,16164,11,concept:latitudelongitude
51986,51994,248,concept:clothingtogowithclothing_inv
12239,12244,73,concept:organizationterminatedperson
19187,19181,44,concept:agentcreated_inv
26,65823,160,concept:athleteplaysinleague_inv
27671,67967,2,concept:worksfor_inv
48389,48908,93,concept:animaleatfood
7323,3555,125,concept:animaleatvegetable
42993,42707,44,concept:agentcreated_inv
60830,20853,155,concept:athleteplayssport
66988,20853,155,concept:athleteplayssport
39456,2093,237,concept:teamplaysagainstteam
24396,682,108,concept:competeswith_inv
20812,23720,51,concept:agentactsinlocation
26200,58266,358,concept:furniturefoundinroom_inv
38,39948,96,concept:subpartoforganization_inv
23247,60687,380,concept:fatherofperson_inv
21485,13286,177,concept:teamplaysincity
59486,13128,225,concept:athleteflyouttosportsteamposition
34,70419,218,concept:journalistwritesforpublication_inv
7336,59029,354,concept:clothingmadefromplant_inv
53110,53799,366,concept:weaponssuchasweapons_inv
3080,6664,6,concept:agentcompeteswithagent_inv
9099,43,37,concept:agentcontrols
49069,3800,75,concept:animalistypeofanimal
5076,39418,178,concept:teamplaysincity_inv
55890,55918,109,concept:itemfoundinroom
39454,1035,326,concept:sportsgameteam_inv
620,26561,10,concept:atdate_inv
28744,68302,102,concept:politicianholdsoffice_inv
45239,45342,316,concept:academicfieldsuchasacademicfield_inv
1708,51647,138,concept:professionusestool_inv
67613,287,74,concept:organizationterminatedperson_inv
744,45914,312,concept:academicprogramatuniversity_inv
170,31243,268,concept:televisionstationaffiliatedwith_inv
1362,21049,10,concept:atdate_inv
40024,13794,237,concept:teamplaysagainstteam
574,25699,14,concept:agentparticipatedinevent_inv
856,3834,10,concept:atdate_inv
1119,68858,22,concept:companyeconomicsector_inv
38492,32931,121,concept:citylocatedinstate
35116,35117,11,concept:latitudelongitude
21485,39519,237,concept:teamplaysagainstteam
9549,72885,116,concept:hasofficeincountry_inv
69420,59274,383,concept:visualartistartform
128,13410,43,concept:agentcreated
3900,27946,110,concept:itemfoundinroom_inv
564,22199,4,concept:proxyfor_inv
2978,19188,34,concept:objectfoundinscene_inv
69648,45020,383,concept:visualartistartform
